0,Date,HS Code,Product Description,Consignee,Notify Party Name,Shipper,Std. Quantity,Std. Unit,Standard Unit Rate INR,Value,Country of Origin,Country of Destination,Port of Destination,Quantity,Unit,Unit Rate $,Actual Duty,Port of Origin,Shipment Mode,Measurment,Bill of Entry No,Port of Delivery,Container TEU,Freight Term,Marks Number,HS Product Description,Gross Weight,Consignee Address,Shipper Address,Notify Party Address,Country Name
26466,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,4.15,TON,-,29913.98,Spain,Portugal,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Portugal T1  Import
26467,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.01,TON,-,139.78,Zambia,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Import
26468,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.01,TON,-,193.55,United States,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Import
26469,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.22,TON,-,4795.7,Italy,Croatia,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Croatia T1  Import
26470,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,72.66,TON,-,662817.2,Germany,Italy,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Import
26471,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.02,TON,-,1849.46,Hungary,Spain,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Hungary T1  Export
26472,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.02,TON,-,494.62,Netherlands,Spain,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
26473,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,4538.67,TON,-,32714784.95,Spain,Belgium,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Belgium T1  Import
26474,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,1155.51,TON,-,13362172.04,Bulgaria,Germany,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Germany T1  Import
26475,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.11,TON,-,4580.65,Italy,Turkey,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Italy T1  Export
26476,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0,TON,-,53.76,Netherlands,Croatia,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Export
26477,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,13.84,TON,-,128086.02,Austria,Italy,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Austria T1  Export
26478,2023-01-01 00:00:00,74020000,"COPPER ,  UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.25,TON,-,16204.3,Belgium,Congo,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Belgium T1  Export
26479,2023-01-01 00:00:00,74020000,UNREFINED COPPER; COPPER ANODES FOR ELECTROLYTIC REFINING,,,,8,KGS,-,1500,Turkey,Brazil,Not Available,8,KGS,-,-,Not Available,-,-,-,-,-,-,-,,8,,,,Brazil T1  Import
26480,2023-01-01 00:00:00,740200000000,COPPER BLISTERS,Trafigur PTE Ltd0,,COMMUS,29840,KGS,-,224688.286,Congo,Tanzania,Not Available,29840,KGM,2320.38,0,Not Available,-,-,UL9666,-,-,-,-,Unrefined copper; copper anodes for electrolytic refining.,0,,,,Tanzania T3  Import
26481,2019-06-01 00:00:00,74020000,UNREFINED COPPER; COPPER ANODES FOR ELECTROLYTIC REFINING,,,,2994,KGS,-,25908,United States,Brazil,Not Available,2994,KGS,-,-,Not Available,-,-,-,-,-,-,-,,2994,,,,Brazil T1  Import
26482,2019-07-01 00:00:00,74020000,UNREFINED COPPER; COPPER ANODES FOR ELECTROLYTIC REFINING,,,,19000,KGS,-,134020,United States,Brazil,Not Available,19000,KGS,-,-,Not Available,-,-,-,-,-,-,-,,19000,,,,Brazil T1  Import
26483,2019-09-01 00:00:00,74020000,UNREFINED COPPER; COPPER ANODES FOR ELECTROLYTIC REFINING,,,,1025850,KGS,-,5492771,Congo,Brazil,Not Available,1025850,KGS,-,-,Not Available,-,-,-,-,-,-,-,,1025850,,,,Brazil T1  Import
26484,2019-07-03 00:00:00,74020090,ANODES | LLALCO | WVR27SD | COPPER | LOSDEMAS | 8 UNITS,VALDEMAR SA,,,378.615,KGS,-,21376.31,Spain,Chile,Am Benitez Airport,378.615,KGS,-,-,England,-,-,-,-,-,-,-,COPPER ANODES FOR ELECTROLYTIC REFINING,991,,,,Chile T2  Import
26485,2019-09-10 00:00:00,74020019,COPPER ANODES | BK OCEAN | JIS 5K-15OA | FOR SUO IN CATHODIC PROTECTION SYSTEM OF THE BOAT MACHINERY ROOM | 1 UNITS,EMPRESA CL201909 007094,,,21.51,KGS,-,1756.8,South Korea,Chile,Am Benitez Airport,21.51,KGS,-,-,Korea Ports,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",237.75,,,,Chile T2  Import
26486,2019-12-28 00:00:00,7402002000,"DO 2019121702 DECLARATION (1-3) UAP CODE 625, ORDER N0 42002143, DOES NOT REQUIRE AN IMPORT LICENSE ACCORDING TO DECREE 0925",CORP DE CIENCIA Y TEC PARA EL DES DE LA IND NAVAL MARIT Y FL,,LLALCO FLUID TECHNOLOGY SL,40.21,KGS,-,2665.29,United States,Colombia,Not Available,40.21,KGS,-,-,Not Available,-,-,-,-,-,-,-,OTHER UNREFINED,44.68,ZN INDUSTRIAL DE MAMONAL KM 9,"C/NATALIA DE SILVA, 3A|28027 MADRID - SPAIN|CIF: B-81626244",,Columbia T3+  Import
26487,2019-11-20 00:00:00,7402003000,"DO BG9IO021 ORDER 42002085 UAP CODE 625 DECLARATION 3 OF 3; INVOICE (S): 6659-19,6658-19;",CORP DE CIENCIA Y TEC PARA EL DES DE LA IND NAVAL MARIT Y FL,,LLALCO FLUID TECHNOLOGY SL,66,KGS,-,3456.5,United Kingdom,Colombia,Not Available,66,KGS,-,-,Not Available,-,-,-,-,-,-,-,COPPER ANODES FOR ELECTROLYTIC REFINING,66,ZN INDUSTRIAL DE MAMONAL KM 9,"C/NATALIA DE SILVA, 3A|28027 MADRID - SPAIN|CIF: B-81626244",,Columbia T3+  Import
26488,2019-10-10 00:00:00,74020000,CU BRIGHTENER                                                                                  -              -              -,PT DUTA MULTI KARYA,,3N CHEMPLATE,200,KGS,-,852.47,Singapore,Indonesia,Sekupang,200,KGS,4.26235,2.5,Jurong,-,-,260001,-,-,-,-,,0,"KOMP.EXECUTIVE INDUSTRIAL PARK BLOK B1 NO.05 KEL BELIAN,KEC.BATAM KOTA","38 TUAS VIEW PLACE,SINGAPORE,SINGAPORE 637545 SINGAPORE SINGAPORE",,Indonesia T3  Import
26489,2019-07-15 00:00:00,74020000,"LOW-OXYGEN COPPER BARS SIZE : 1"" X 4"" X 24"" / 25MM X 102MM X 610MM BAIK/BARU",PT ELANG METALINDO,,IMC-METALSAMERICA LLC,2454,LBR,-,7995,United States,Indonesia,Tanjung Priok,2454,LBR,3.25794621026895,2.5,Charleston,-,-,351633,-,-,-,-,,0,"JL. KAWASAN INDUSTRI TERPADU|NO. 46 NAGASARI SERANG BARU, KAB. |BEKASI JAWA BARAT 17730, INDONESIA","OLD BOILING SPRINGS RD SHELBY,NC 28152",,Indonesia T3  Import
26490,2019-08-06 00:00:00,74020000,ROUND CONTACT AG/CUNI 0080811440 AG/CUN130,PT INTERGLOBAL ELECTRIC PARTS,,TANAKA KIKINZOKU SINGAPORE PTE LTD,500,MTR,-,3001.43,Japan,Indonesia,Surabaya,500,MTR,6.00286,2.5,Tokyo,-,-,017683,-,-,-,-,,0,"JL. MAYJEND SUNGKONO NO.8, KEL SEGOROMADU, KEC.KEBOMAS, KAB.GRESIK, PR","85 SCIENCE PARK DRIVE,04-07/08 CAVENDISHSINGAPORE 118259  SINGAPORE",,Indonesia T3  Import
26491,2019-04-04 00:00:00,74020000,COPPER ANODE OXIGEN FREE                                                                       -              -              -,PT PNBC INDONESIA,,THATS ELECTROPLATING PTE LTD,25,KGS,-,258.17,Singapore,Indonesia,Sekupang,25,KGS,10.3268,2.5,Jurong,-,-,226720,-,-,-,-,,0,"Cammo Industrial Park Blok G No.11, Kel.Baloi Permai, Kec.Batam Kota - Kota Batam, Prop.Kepulauan Ri",8 THIRD LOK YANG  ROAD SINGAPORE,,Indonesia T3  Import
26492,2019-09-19 00:00:00,74020000,CU BRITE #1B                                                                                   -              -              -,PT DUTA MULTI KARYA,,3N CHEMPLATE,100,LTR,-,649.77,Singapore,Indonesia,Sekupang,100,LTR,6.4977,2.5,Jurong,-,-,256193,-,-,-,-,,0,"KOMP.EXECUTIVE INDUSTRIAL PARK BLOK B1 NO.05 KEL BELIAN,KEC.BATAM KOTA","38 TUAS VIEW PLACE,SINGAPORE,SINGAPORE 637545 SINGAPORE SINGAPORE",,Indonesia T3  Import
26493,2019-04-12 00:00:00,74020000,CU BRITE #1A                                                                                   -              -              -,PT DUTA MULTI KARYA,,3N CHEMPLATE,20,LTR,-,132.29,Singapore,Indonesia,Sekupang,20,LTR,6.6145,2.5,Jurong,-,-,228790,-,-,-,-,,0,"KOMP.EXECUTIVE INDUSTRIAL PARK BLOK B1 NO.05 KEL BELIAN,KEC.BATAM KOTA","38 TUAS VIEW PLACE,SINGAPORE,SINGAPORE 637545 SINGAPORE SINGAPORE",,Indonesia T3  Import
26494,2019-11-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,2405.686,TON,-,13503670,Zambia,Belgium,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Belgium T1  Import
26495,2019-11-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.79,TON,-,12296.67,United Kingdom,France,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,France T1  Import
26496,2019-11-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0,TON,-,120575.56,United Kingdom,Belgium,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Belgium T1  Import
26497,2019-11-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,577.55,TON,-,3259656.67,Chile,Belgium,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Belgium T1  Import
26498,2019-11-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.014,TON,-,448.89,Slovenia,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Import
26499,2019-11-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.001,TON,-,143.33,Netherlands,Czech Republic,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Czech Republic T1  Import
26500,2019-11-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.11,TON,-,1665.56,Netherlands,France,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,France T1  Import
26501,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.027,TON,-,1717.58,United Kingdom,Latvia,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Latvia T1  Import
26502,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,2423.039,TON,-,11927185.71,Spain,Belgium,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Belgium T1  Import
26503,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,702.48,TON,-,4056078.02,Chile,Belgium,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Belgium T1  Import
26504,2019-10-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.072,TON,-,21582.42,Czech Republic,Slovakia,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Slovakia T1  Import
26505,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.015,TON,-,650.55,Italy,France,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,France T1  Import
26506,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,23.802,TON,-,728564.84,Germany,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Import
26507,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.002,TON,-,54.95,Portugal,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Import
26508,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.437,TON,-,13608.79,Spain,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Import
26509,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.032,TON,-,1009.89,Sweden,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Import
26510,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.022,TON,-,679.12,Slovakia,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Import
26511,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.009,TON,-,273.63,Romania,Netherlands,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Netherlands T1  Import
26512,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.002,TON,-,1448.35,United States,Hungary,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Hungary T1  Import
26513,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.003,TON,-,10152.75,Denmark,Sweden,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Sweden T1  Import
26514,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.021,TON,-,84.62,Vietnam,Sweden,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Sweden T1  Import
26515,2019-12-01 00:00:00,74020000,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",,,,0.235,TON,-,6081.32,Italy,Croatia,Not Available,0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0,,,,Croatia T1  Import
26516,2019-12-02 00:00:00,74020012,"SPENT COPPER ANODES | CODELCO | ANODES | COB ANODES | REFINED 99.60% CU | 750.00 G / T | M AG | 3,400 G / TM AU",,,EMPRESA CL201912 000046,1498183,KGS,-,8996235,Chile,China,Chongqing,1498183,KGS,-,-,Not Available,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",1500880,,,,Chile T2  Export
26517,2019-01-02 00:00:00,74020013,"COPPER ANODE | CU 99.371% AU6367G / MT, AG 898.227 G / MT HUMIDITY0000000% | COVER ANODE | PENALTIES | BI 59.229 G / MT | PAYABLE | DOES NOT EXIST",,,XSTRATA COOPER CHILE S A,2000528,KGS,-,12985162.6,Chile,South Korea,Busan,2000528,KGS,-,-,Antofagasta,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",2001325,,,,Chile T2  Export
26518,2019-01-11 00:00:00,74020012,"SPENT COPPER ANODES | CODELCO | ANODES | COPPER ANODES | REFINED 99,500739G / TM AG | 3,574 G / TM AU",,,CODELCO CHILE,700364,KGS,-,4268766.69,Chile,China,Chongqing,700364,KGS,-,-,Not Available,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",701294,,,,Chile T2  Export
26519,2019-01-21 00:00:00,74020012,"EXPANDED COPPER ANODES | CODELCO | ANODES | 99,500% CU COBREREFINED ANODES | 258.73 G / | TM AG | 3,574 G / TM AU",,,CODELCO CHILE,256713,KGS,-,1564687.83,Chile,China,Chongqing,256713,KGS,-,-,Valparaiso,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",257046,,,,Chile T2  Export
26520,2019-11-22 00:00:00,74020000,"Electrode copper C1100 (Kt: 20 x 30 x 500 mm) (unrefined copper, anode) # & TH",BROTHER INDUSTRIES VIETNAM LTD,,TAN BINH TRASER CO LTD,1466,UNT,-,31522.58,Vietnam,Vietnam,O P Vietnam,1466,UNT,53.48,2533367,O P Vietnam,-,-,121900007511671,-,-,-,,,17578,"PHUC DIEN INDUSTRIAL ZONE, CAM PHUCCAM GIANG DISTRICT, HAI DUONG PROVIPHONE NO.84-320-545 879 FAX NO.84-3","Lot CN9, Tan Truong Industrial Zone, Cam Giang, Hai Duong",,Vietnam T3  Export
26521,2019-10-08 00:00:00,74020011,"COPPER BLISTER | ANGLO AMERICAN SOUTH | BLISBME01 | CU 98.80% | AG195,000 GR / MT, AU 1,700 GR / MT, PENALTIES DOES NOT EXIST, 0% HUMIDITY | 280 UNITS",,,EMPRESA CL201910 003487,100110,KGS,-,548973.44,Chile,South Korea,Busan,100110,KGS,-,-,San Antonio,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",100215,,,,Chile T2  Export
26522,2019-01-17 00:00:00,74020012,"SPENT COPPER ANODES | CODELCO | ANODES | COPPER ANODES | REFINED 99.50% CU | 258.739 G / | TM AG | 3,574 G / TM AU",,,CODELCO CHILE,980902,KGS,-,5754356.58,Chile,Brazil,Brazil,980902,KGS,-,-,Antofagasta,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",982279,,,,Chile T2  Export
26523,2019-01-21 00:00:00,74020019,"COPPER ANODE | SOUTH AMERICAN ANGLO | ANODBME01 | CU 99.64%, AG 209,000 GR / MT, AU 1,600 GR / MT | PENALTIES DO NOT EXIST | 0% HUMIDITY | 5160 UNITS",,,ANGLO AMERICAN SUR S A,2054510,KGS,-,12346380.9,Chile,China,Shanghai,2054510,KGS,-,-,San Antonio,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",2055370,,,,Chile T2  Export
26524,2019-01-31 00:00:00,74020019,"COPPER ANODE | SOUTH AMERICAN ANGLO | ANODBME01 | CU 99.64%, AG | 178,000 GR / MT, AU 1,700 GR / MT | PENALTIES DO NOT EXIST | 0% HUMIDITY | 6450 UNITS",,,ANGLO AMERICAN SUR S A,2570160,KGS,-,15212933.62,Chile,China,Chongqing,2570160,KGS,-,-,San Antonio,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",2571235,,,,Chile T2  Export
26525,2019-02-22 00:00:00,74020013,"CODELCO-F | ANTFV ELECTRO OBTAINED | ANODOTTE | ANODES | PAYABLE ELEMENTS CU 99.70%, AU2.000PPM, AG210 PPM, PENALTIES DO NOT EXIST | BML | M + 2",,,CODELCO CHILE,499204,KGS,-,2954155.69,Chile,China,Chongqing,499204,KGS,-,-,Valparaiso,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",499430,,,,Chile T2  Export
26526,2019-09-06 00:00:00,74020012,"SPENT COPPER ANODES | CODELCO | ANODES | COB ANODES | REFINED 99.45% CU | 740,000 TMAG | 4,000 G / TM AU",,,CODELCO CHILE,1491994,KGS,-,9548177.65,Chile,China,Chongqing,1491994,KGS,-,-,Not Available,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",1494670,,,,Chile T2  Export
26527,2019-10-29 00:00:00,74020012,"CODELCO F | SPENT COPPER ANODES CU 99.60% | COVER ANODES | AU 1,800 G / T | AG 210,000 G / T | BMLM + 2 | PENALTIES DOES NOT EXIST | 0% HUMIDITY | 1000472 KN",,,CODELCO CHILE,1000472,KGS,-,5636946.26,Chile,China,Chongqing,1000472,KGS,-,-,Valparaiso,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",1000982,,,,Chile T2  Export
26528,2019-10-09 00:00:00,74020013,"CODELCO F | CU 99.60% | COVER ANODES | AU 1,800 G / T | AG 210,000 G / T | BML M + 2 | PENALTIES DO NOT EXIST | 0% HUMIDITY | 499418 KN",,,CODELCO CHILE,499418,KGS,-,2850750.83,Chile,China,Chongqing,499418,KGS,-,-,Valparaiso,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",499685,,,,Chile T2  Export
26529,2019-10-09 00:00:00,74020012,"CODELCO F | SPENT COPPER ANODES CU 99.60% | COVER ANODES | AU 1,900 G / T | AG 211,000 G / T | BMLM + 2 | PENALTIES DOES NOT EXIST | 0% HUMIDITY | 325797 KN",,,CODELCO CHILE,325797,KGS,-,1839613.85,Chile,China,Chongqing,325797,KGS,-,-,Valparaiso,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",325992,,,,Chile T2  Export
26530,2019-12-13 00:00:00,74020019,"COPPER ANODE | SOUTH AMERICAN ANGLO | ANODBME01 | CU 99.65% | AG | 203,000 GR / MT | AU 1,700 GR / MT, | PENALTIES DO NOT EXIST | 0% H | UMEDAD | 256 UNITS",,,EMPRESA CL201912 011472,101360,KGS,-,564720.61,Chile,China,Shanghai,101360,KGS,-,-,San Antonio,-,-,-,-,-,-,-,"COPPER, UNREFINED; COPPER ANODES FOR ELECTROLYTIC REFINING",101456,,,,Chile T2  Export
26531,2019-10-04 00:00:00,7402003000,"COPPER ANODE, LLALCO, VQZ27SS|MATERIAL: COPPER // COPPER ANODE SHOR STUD|USE: PROTECTION AGAINST CORROSION|COPPER ANODE SHORT BOLT / ANODE FOR CORROSIVE PROTECTION SYSTEM|REFERENCE: VQZ27SS",BERTLING-TRANSGAS TANKERS SAC,,,2,UNT,-,3515.49,Spain,Peru,Not Available,2,NOS,-,0,Not Available,-,-,-,-,-,-,-,COPPER ANODES FOR ELECTROLYTIC REFINING,101.895,,,,Peru T2  Import
26532,2019-08-28 00:00:00,7402003000,COPPER ANODES,,,SOUTHERN PERU COPPER CORP,1002445,KGS,-,5942869.81,Peru,China,Lianyungang,1002445,KGS,-,-,Not Available,-,-,-,-,-,-,-,COPPER ANODES FOR ELECTROLYTIC REFINING,1002445,,SUCURSAL DEL PERU AV CAMINOS DEL INCA NR 171 URB CHACARILLA DEL ESTANQUE SURCO LIMA 33 SANTIAGO DE SURCO PERU CTC OLGA GOMEZ PH,,Peru T2  Export
26533,2019-01-09 00:00:00,7402003000,COPPER ANODES,,,SOUTHERN PERU COPPER CORP,2000790,KGS,-,12308870.73,Peru,Japan,Fukuoka,2000790,KGS,-,-,Not Available,-,-,-,-,-,-,-,COPPER ANODES FOR ELECTROLYTIC REFINING,2000790,,SUCURSAL DEL PERU AV CAMINOS DEL INCA NR 171 URB CHACARILLA DEL ESTANQUE SURCO LIMA 33 SANTIAGO DE SURCO PERU CTC OLGA GOMEZ PH,,Peru T2  Export
26534,2019-06-19 00:00:00,74020000,20MY 4L45W PLATING RACK,PT SAKAE RIKEN INDONESIA,,SAKAE RIKEN WUXI TECHNOLOGY,78,NOS,-,27549.07,China,Indonesia,Not Available,78,PCS,353.193205128205,2.5,Shanghai,-,-,007011,-,-,-,-,,0,"JL.SURYA KENCANA KAV.I-17 GH&I-M2EF,KAWASAN INDUSTRI SURYA CIPTA,KUTAM","120-B, HIGH-NEW TECH INDUSTRIAL DEVE|LOPMENT ZONE, WU XI, JIANGSU, CHINA",,Indonesia T3  Import
26535,2019-06-19 00:00:00,74020000,20MY 4L45W PLATING RACK,PT SAKAE RIKEN INDONESIA,,SAKAE RIKEN WUXI TECHNOLOGY,20,NOS,-,9308.02,China,Indonesia,Not Available,20,PCS,465.401,2.5,Shanghai,-,-,007011,-,-,-,-,,0,"JL.SURYA KENCANA KAV.I-17 GH&I-M2EF,KAWASAN INDUSTRI SURYA CIPTA,KUTAM","120-B, HIGH-NEW TECH INDUSTRIAL DEVE|LOPMENT ZONE, WU XI, JIANGSU, CHINA",,Indonesia T3  Import
26536,2019-02-26 00:00:00,74020000,CATHELCO ANTI FOULING SYSTEM SPARES CONSISTING OF : 4 ANODE CA068664MGA -,PT KARPOWERSHIP INDONESIA,,INDUSTRIAL AND MARINE SUPPLIES LTD,4,NOS,-,5800.8,United Kingdom,Indonesia,Tanjung Priok,4,PCS,1450.2,2.5,London,-,-,023894,-,-,-,-,,0,GD.MENARA KADIN INDONESIA LT.30 JL.H.R RASUNA SAID BLOK X-5 KAV.2-3 KU,"2, CONSTABLE CRESCENT, TOTTENHAM, LONDON, N15 4QZ",,Indonesia T3  Import
26537,2019-02-12 00:00:00,74020000,BRASS ANODE ROD : %30X150 A795158,YKK ZIPPER INDONESIA,,YKK CORPORATION,540,NOS,-,4436.67,Japan,Indonesia,Tanjung Priok,540,PCS,8.21605555555556,2.5,Toyamashinko,-,-,082330,-,-,-,-,,0,"JL. R.P. SOEROSO NO.7 RT/RW 009/05, CIKINI, MENTENG, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA 10330","938 MAKINO,KUROBE-CITY,TOYAMA PREF.938-0035 JAPAN(FASTENER COMPONENTS",,Indonesia T3  Import
